trial-name,spk,train-infer,train-quality,n-samples,test-infer,test-quality,eer
trial_43a9yads,Kaban,embd,ABCD,650,embd,D,36.84
trial_43a9yads,Kaban,embd,ABCD,650,mask,ABC,39.29
trial_43a9yads,Kaban,embd,ABCD,650,mask,D,47.37
trial_43a9yads,Kaban,embd,ABCD,650,raw,ABC,35.71
trial_43a9yads,Kaban,embd,ABCD,650,raw,D,47.37
trial_4481b04n,Kaban,embd,ABCD,650,embd,ABC,39.13
trial_4481b04n,Kaban,embd,ABCD,650,embd,D,34.62
trial_4481b04n,Kaban,embd,ABCD,650,mask,ABC,39.13
trial_4481b04n,Kaban,embd,ABCD,650,mask,D,34.62
trial_4481b04n,Kaban,embd,ABCD,650,raw,ABC,34.78
trial_4481b04n,Kaban,embd,ABCD,650,raw,D,42.31
trial_46gjqs2k,Kaban,embd,ABCD,1000,embd,ABC,22.73
trial_46gjqs2k,Kaban,embd,ABCD,1000,embd,D,25
trial_46gjqs2k,Kaban,embd,ABCD,1000,mask,ABC,13.64
trial_46gjqs2k,Kaban,embd,ABCD,1000,mask,D,20
trial_46gjqs2k,Kaban,embd,ABCD,1000,raw,ABC,22.73
trial_46gjqs2k,Kaban,embd,ABCD,1000,raw,D,25
trial_48uzjvpc,Kaban,raw,ABC,520,embd,ABC,51.72
trial_48uzjvpc,Kaban,raw,ABC,520,embd,D,41.67
trial_48uzjvpc,Kaban,raw,ABC,520,mask,ABC,37.93
trial_48uzjvpc,Kaban,raw,ABC,520,mask,D,37.5
trial_48uzjvpc,Kaban,raw,ABC,520,raw,ABC,41.38
trial_48uzjvpc,Kaban,raw,ABC,520,raw,D,37.5
trial_4apasmgd,Serval,raw,ABC,520,embd,ABC,38.46
trial_4apasmgd,Serval,raw,ABC,520,embd,D,33.33
trial_4apasmgd,Serval,raw,ABC,520,mask,ABC,34.62
trial_4apasmgd,Serval,raw,ABC,520,mask,D,30
trial_4apasmgd,Serval,raw,ABC,520,raw,ABC,23.08
trial_4apasmgd,Serval,raw,ABC,520,raw,D,26.67
trial_4hbvjdyh,Kaban,mask,ABCD,650,embd,ABC,40.91
trial_4hbvjdyh,Kaban,mask,ABCD,650,embd,D,35
trial_4hbvjdyh,Kaban,mask,ABCD,650,mask,ABC,22.73
trial_4hbvjdyh,Kaban,mask,ABCD,650,mask,D,30
trial_4hbvjdyh,Kaban,mask,ABCD,650,raw,ABC,27.27
trial_4hbvjdyh,Kaban,mask,ABCD,650,raw,D,35
trial_4jo9lxge,Kaban,raw,ABC,1000,embd,ABC,26.92
trial_4jo9lxge,Kaban,raw,ABC,1000,embd,D,42.86
trial_4jo9lxge,Kaban,raw,ABC,1000,mask,ABC,11.54
trial_4jo9lxge,Kaban,raw,ABC,1000,mask,D,28.57
trial_4jo9lxge,Kaban,raw,ABC,1000,raw,ABC,11.54
trial_4jo9lxge,Kaban,raw,ABC,1000,raw,D,28.57
trial_4kop6zfc,Serval,raw,AB,520,embd,ABC,42.86
trial_4kop6zfc,Serval,raw,AB,520,embd,D,39.13
trial_4kop6zfc,Serval,raw,AB,520,mask,ABC,40
trial_4kop6zfc,Serval,raw,AB,520,mask,D,47.83
trial_4kop6zfc,Serval,raw,AB,520,raw,ABC,28.57
trial_4kop6zfc,Serval,raw,AB,520,raw,D,52.17
trial_4lu9u6ym,Serval,mask,ABCD,880,embd,ABC,29.17
trial_4lu9u6ym,Serval,mask,ABCD,880,embd,D,36
trial_4lu9u6ym,Serval,mask,ABCD,880,mask,ABC,12.5
trial_4lu9u6ym,Serval,mask,ABCD,880,mask,D,20
trial_4lu9u6ym,Serval,mask,ABCD,880,raw,ABC,8.333
trial_4lu9u6ym,Serval,mask,ABCD,880,raw,D,20
trial_4nvfwkc0,Kaban,mask,ABCD,520,embd,ABC,30.43
trial_4nvfwkc0,Kaban,mask,ABCD,520,embd,D,34.78
trial_4nvfwkc0,Kaban,mask,ABCD,520,mask,ABC,26.09
trial_4nvfwkc0,Kaban,mask,ABCD,520,mask,D,26.09
trial_4nvfwkc0,Kaban,mask,ABCD,520,raw,ABC,21.74
trial_4nvfwkc0,Kaban,mask,ABCD,520,raw,D,39.13
trial_4r7acf1w,Kaban,raw,AB,650,embd,ABC,47.62
trial_4r7acf1w,Kaban,raw,AB,650,embd,D,42.11
trial_4r7acf1w,Kaban,raw,AB,650,mask,ABC,33.33
trial_4r7acf1w,Kaban,raw,AB,650,mask,D,36.84
trial_4r7acf1w,Kaban,raw,AB,650,raw,ABC,28.57
trial_4r7acf1w,Kaban,raw,AB,650,raw,D,42.11
trial_4rzx7zgd,Serval,embd,ABCD,880,embd,ABC,11.54
trial_4rzx7zgd,Serval,embd,ABCD,880,embd,D,34.78
trial_4rzx7zgd,Serval,embd,ABCD,880,mask,ABC,15.38
trial_4rzx7zgd,Serval,embd,ABCD,880,mask,D,30.43
trial_4rzx7zgd,Serval,embd,ABCD,880,raw,ABC,23.08
trial_4rzx7zgd,Serval,embd,ABCD,880,raw,D,34.78
trial_4sn6740j,Kaban,mask,ABCD,650,embd,ABC,40
trial_4sn6740j,Kaban,mask,ABCD,650,embd,D,41.18
trial_4sn6740j,Kaban,mask,ABCD,650,mask,ABC,26.67
trial_4sn6740j,Kaban,mask,ABCD,650,mask,D,35.29
trial_4sn6740j,Kaban,mask,ABCD,650,raw,ABC,26.67
trial_4sn6740j,Kaban,mask,ABCD,650,raw,D,29.41
trial_4utbby9h,Kaban,mask,ABCD,1000,embd,ABC,17.39
trial_4utbby9h,Kaban,mask,ABCD,1000,embd,D,33.33
trial_4utbby9h,Kaban,mask,ABCD,1000,mask,ABC,13.04
trial_4utbby9h,Kaban,mask,ABCD,1000,mask,D,26.67
trial_4utbby9h,Kaban,mask,ABCD,1000,raw,ABC,17.39
trial_4utbby9h,Kaban,mask,ABCD,1000,raw,D,33.33
trial_4x8d67nl,Kaban,raw,AB,520,embd,ABC,51.61
trial_4x8d67nl,Kaban,raw,AB,520,embd,D,47.83
trial_4x8d67nl,Kaban,raw,AB,520,mask,ABC,48.39
trial_4x8d67nl,Kaban,raw,AB,520,mask,D,43.48
trial_4x8d67nl,Kaban,raw,AB,520,raw,ABC,32.26
trial_4x8d67nl,Kaban,raw,AB,520,raw,D,39.13
trial_50mcs7z9,Kaban,raw,AB,650,embd,ABC,42.86
trial_50mcs7z9,Kaban,raw,AB,650,embd,D,44.44
trial_50mcs7z9,Kaban,raw,AB,650,mask,ABC,28.57
trial_50mcs7z9,Kaban,raw,AB,650,mask,D,27.78
trial_50mcs7z9,Kaban,raw,AB,650,raw,ABC,28.57
trial_50mcs7z9,Kaban,raw,AB,650,raw,D,38.89
trial_556tdldy,Serval,raw,ABC,880,embd,ABC,20.69
trial_556tdldy,Serval,raw,ABC,880,embd,D,40
trial_556tdldy,Serval,raw,ABC,880,mask,ABC,10.34
trial_556tdldy,Serval,raw,ABC,880,mask,D,25
trial_556tdldy,Serval,raw,ABC,880,raw,ABC,6.897
trial_556tdldy,Serval,raw,ABC,880,raw,D,20
trial_56egge2k,Kaban,embd,ABCD,520,embd,ABC,36
trial_56egge2k,Kaban,embd,ABCD,520,embd,D,50
trial_56egge2k,Kaban,embd,ABCD,520,mask,ABC,52
trial_56egge2k,Kaban,embd,ABCD,520,mask,D,45.83
trial_56egge2k,Kaban,embd,ABCD,520,raw,ABC,44
trial_56egge2k,Kaban,embd,ABCD,520,raw,D,45.83
trial_5ai6mye6,Serval,embd,ABCD,1000,embd,ABC,13.79
trial_5ai6mye6,Serval,embd,ABCD,1000,embd,D,22.73
trial_5ai6mye6,Serval,embd,ABCD,1000,mask,ABC,13.79
trial_5ai6mye6,Serval,embd,ABCD,1000,mask,D,13.64
trial_5ai6mye6,Serval,embd,ABCD,1000,raw,ABC,17.24
trial_5ai6mye6,Serval,embd,ABCD,1000,raw,D,27.27
trial_5brpt39p,Kaban,raw,ABC,1000,embd,ABC,23.53
trial_5brpt39p,Kaban,raw,ABC,1000,embd,D,31.25
trial_5brpt39p,Kaban,raw,ABC,1000,mask,ABC,17.65
trial_5brpt39p,Kaban,raw,ABC,1000,mask,D,18.75
trial_5brpt39p,Kaban,raw,ABC,1000,raw,ABC,17.65
trial_5brpt39p,Kaban,raw,ABC,1000,raw,D,18.75
trial_5c4e2up7,Kaban,raw,AB,520,embd,ABC,43.48
trial_5c4e2up7,Kaban,raw,AB,520,embd,D,39.13
trial_5c4e2up7,Kaban,raw,AB,520,mask,ABC,30.43
trial_5c4e2up7,Kaban,raw,AB,520,mask,D,34.78
trial_5c4e2up7,Kaban,raw,AB,520,raw,ABC,26.09
trial_5c4e2up7,Kaban,raw,AB,520,raw,D,39.13
trial_5fflfvl8,Kaban,raw,ABC,650,embd,ABC,30.77
trial_5fflfvl8,Kaban,raw,ABC,650,embd,D,38.89
trial_5fflfvl8,Kaban,raw,ABC,650,mask,ABC,23.08
trial_5fflfvl8,Kaban,raw,ABC,650,mask,D,44.44
trial_5fflfvl8,Kaban,raw,ABC,650,raw,ABC,23.08
trial_5fflfvl8,Kaban,raw,ABC,650,raw,D,44.44
trial_5h3lz0ub,Serval,raw,AB,650,embd,ABC,26.47
trial_5h3lz0ub,Serval,raw,AB,650,embd,D,40
trial_5h3lz0ub,Serval,raw,AB,650,mask,ABC,26.47
trial_5h3lz0ub,Serval,raw,AB,650,mask,D,30
trial_5h3lz0ub,Serval,raw,AB,650,raw,ABC,20.59
trial_5h3lz0ub,Serval,raw,AB,650,raw,D,36.67
trial_5hlqd7ei,Serval,embd,ABCD,1000,embd,ABC,18.75
trial_5hlqd7ei,Serval,embd,ABCD,1000,embd,D,28
trial_5hlqd7ei,Serval,embd,ABCD,1000,mask,ABC,15.62
trial_5hlqd7ei,Serval,embd,ABCD,1000,mask,D,24
trial_5hlqd7ei,Serval,embd,ABCD,1000,raw,ABC,18.75
trial_5hlqd7ei,Serval,embd,ABCD,1000,raw,D,32
trial_5ipb45e6,Serval,mask,ABCD,520,embd,ABC,40
trial_5ipb45e6,Serval,mask,ABCD,520,embd,D,57.14
trial_5ipb45e6,Serval,mask,ABCD,520,mask,ABC,33.33
trial_5ipb45e6,Serval,mask,ABCD,520,mask,D,38.1
trial_5ipb45e6,Serval,mask,ABCD,520,raw,ABC,33.33
trial_5ipb45e6,Serval,mask,ABCD,520,raw,D,42.86
trial_5l6z7rwk,Kaban,raw,AB,520,embd,ABC,51.52
trial_5l6z7rwk,Kaban,raw,AB,520,embd,D,52
trial_5l6z7rwk,Kaban,raw,AB,520,mask,ABC,39.39
trial_5l6z7rwk,Kaban,raw,AB,520,mask,D,48
trial_5l6z7rwk,Kaban,raw,AB,520,raw,ABC,30.3
trial_5l6z7rwk,Kaban,raw,AB,520,raw,D,44
trial_5n0dk16z,Serval,embd,ABCD,520,embd,ABC,42.31
trial_5n0dk16z,Serval,embd,ABCD,520,embd,D,33.33
trial_5n0dk16z,Serval,embd,ABCD,520,mask,ABC,30.77
trial_5n0dk16z,Serval,embd,ABCD,520,mask,D,41.67
trial_5n0dk16z,Serval,embd,ABCD,520,raw,ABC,38.46
trial_5n0dk16z,Serval,embd,ABCD,520,raw,D,37.5
trial_5r4vqdf6,Serval,embd,ABCD,650,embd,ABC,32.35
trial_5r4vqdf6,Serval,embd,ABCD,650,embd,D,31.58
trial_5r4vqdf6,Serval,embd,ABCD,650,mask,ABC,29.41
trial_5r4vqdf6,Serval,embd,ABCD,650,mask,D,31.58
trial_5r4vqdf6,Serval,embd,ABCD,650,raw,ABC,20.59
trial_5r4vqdf6,Serval,embd,ABCD,650,raw,D,42.11
trial_5vlwixlj,Serval,raw,ABC,520,embd,ABC,48.28
trial_5vlwixlj,Serval,raw,ABC,520,embd,D,33.33
trial_5vlwixlj,Serval,raw,ABC,520,mask,ABC,37.93
trial_5vlwixlj,Serval,raw,ABC,520,mask,D,28.57
trial_5vlwixlj,Serval,raw,ABC,520,raw,ABC,34.48
trial_5vlwixlj,Serval,raw,ABC,520,raw,D,28.57
trial_5wslhzt5,Kaban,mask,ABCD,1000,embd,ABC,28.57
trial_5wslhzt5,Kaban,mask,ABCD,1000,embd,D,42.86
trial_5wslhzt5,Kaban,mask,ABCD,1000,mask,ABC,14.29
trial_5wslhzt5,Kaban,mask,ABCD,1000,mask,D,23.81
trial_5wslhzt5,Kaban,mask,ABCD,1000,raw,ABC,14.29
trial_5wslhzt5,Kaban,mask,ABCD,1000,raw,D,28.57
trial_5xrnbmb7,Kaban,embd,ABCD,880,embd,ABC,30.43
trial_5xrnbmb7,Kaban,embd,ABCD,880,embd,D,29.17
trial_5xrnbmb7,Kaban,embd,ABCD,880,mask,ABC,26.09
trial_5xrnbmb7,Kaban,embd,ABCD,880,mask,D,37.5
trial_5xrnbmb7,Kaban,embd,ABCD,880,raw,ABC,21.74
trial_5xrnbmb7,Kaban,embd,ABCD,880,raw,D,50
trial_5yn6x2fq,Serval,embd,ABCD,650,embd,ABC,38.1
trial_5yn6x2fq,Serval,embd,ABCD,650,embd,D,30.3
trial_5yn6x2fq,Serval,embd,ABCD,650,mask,ABC,33.33
trial_5yn6x2fq,Serval,embd,ABCD,650,mask,D,33.33
trial_5yn6x2fq,Serval,embd,ABCD,650,raw,ABC,38.1
trial_5yn6x2fq,Serval,embd,ABCD,650,raw,D,36.36
trial_5zfgcjh0,Serval,raw,ABC,1000,embd,ABC,19.23
trial_5zfgcjh0,Serval,raw,ABC,1000,embd,D,35
trial_5zfgcjh0,Serval,raw,ABC,1000,mask,ABC,11.54
trial_5zfgcjh0,Serval,raw,ABC,1000,mask,D,20
trial_5zfgcjh0,Serval,raw,ABC,1000,raw,ABC,11.54
trial_5zfgcjh0,Serval,raw,ABC,1000,raw,D,15
trial_621nojz4,Serval,raw,ABC,520,embd,ABC,43.75
trial_621nojz4,Serval,raw,ABC,520,embd,D,37.04
trial_621nojz4,Serval,raw,ABC,520,mask,ABC,31.25
trial_621nojz4,Serval,raw,ABC,520,mask,D,25.93
trial_621nojz4,Serval,raw,ABC,520,raw,ABC,31.25
trial_621nojz4,Serval,raw,ABC,520,raw,D,33.33
trial_65unaac5,Serval,mask,ABCD,1000,embd,ABC,19.23
trial_65unaac5,Serval,mask,ABCD,1000,embd,D,35
trial_65unaac5,Serval,mask,ABCD,1000,mask,ABC,7.692
trial_65unaac5,Serval,mask,ABCD,1000,mask,D,20
trial_65unaac5,Serval,mask,ABCD,1000,raw,ABC,11.54
trial_65unaac5,Serval,mask,ABCD,1000,raw,D,25
trial_66eyb7x3,Serval,embd,ABCD,1000,embd,ABC,15.38
trial_66eyb7x3,Serval,embd,ABCD,1000,embd,D,22.73
trial_66eyb7x3,Serval,embd,ABCD,1000,mask,ABC,15.38
trial_66eyb7x3,Serval,embd,ABCD,1000,mask,D,18.18
trial_66eyb7x3,Serval,embd,ABCD,1000,raw,ABC,15.38
trial_66eyb7x3,Serval,embd,ABCD,1000,raw,D,22.73
trial_67dl5xai,Serval,embd,ABCD,650,embd,ABC,32.43
trial_67dl5xai,Serval,embd,ABCD,650,embd,D,34.78
trial_67dl5xai,Serval,embd,ABCD,650,mask,ABC,24.32
trial_67dl5xai,Serval,embd,ABCD,650,mask,D,34.78
trial_67dl5xai,Serval,embd,ABCD,650,raw,ABC,24.32
trial_67dl5xai,Serval,embd,ABCD,650,raw,D,43.48
trial_6bjtwi3i,Serval,raw,ABC,520,embd,ABC,27.59
trial_6bjtwi3i,Serval,raw,ABC,520,embd,D,34.62
trial_6bjtwi3i,Serval,raw,ABC,520,mask,ABC,20.69
trial_6bjtwi3i,Serval,raw,ABC,520,mask,D,26.92
trial_6bjtwi3i,Serval,raw,ABC,520,raw,ABC,27.59
trial_6bjtwi3i,Serval,raw,ABC,520,raw,D,30.77
trial_6clvwiuz,Kaban,mask,ABCD,650,embd,ABC,37.5
trial_6clvwiuz,Kaban,mask,ABCD,650,embd,D,28.57
trial_6clvwiuz,Kaban,mask,ABCD,650,mask,ABC,18.75
trial_6clvwiuz,Kaban,mask,ABCD,650,mask,D,28.57
trial_6clvwiuz,Kaban,mask,ABCD,650,raw,ABC,18.75
trial_6clvwiuz,Kaban,mask,ABCD,650,raw,D,28.57
trial_6ctj55d1,Serval,embd,ABCD,650,embd,ABC,29.17
trial_6ctj55d1,Serval,embd,ABCD,650,embd,D,30
trial_6ctj55d1,Serval,embd,ABCD,650,mask,ABC,25
trial_6ctj55d1,Serval,embd,ABCD,650,mask,D,30
trial_6ctj55d1,Serval,embd,ABCD,650,raw,ABC,20.83
trial_6ctj55d1,Serval,embd,ABCD,650,raw,D,40
trial_6cw8fpi9,Serval,embd,ABCD,880,embd,ABC,20.51
trial_6cw8fpi9,Serval,embd,ABCD,880,embd,D,24.14
trial_6cw8fpi9,Serval,embd,ABCD,880,mask,ABC,20.51
trial_6cw8fpi9,Serval,embd,ABCD,880,mask,D,24.14
trial_6cw8fpi9,Serval,embd,ABCD,880,raw,ABC,20.51
trial_6cw8fpi9,Serval,embd,ABCD,880,raw,D,34.48
trial_6dx0zpnp,Serval,raw,ABC,650,embd,ABC,26.92
trial_6dx0zpnp,Serval,raw,ABC,650,embd,D,32.14
trial_6dx0zpnp,Serval,raw,ABC,650,mask,ABC,15.38
trial_6dx0zpnp,Serval,raw,ABC,650,mask,D,28.57
trial_6dx0zpnp,Serval,raw,ABC,650,raw,ABC,19.23
trial_6dx0zpnp,Serval,raw,ABC,650,raw,D,32.14
trial_6hd0nuew,Serval,embd,ABCD,650,embd,ABC,29.63
trial_6hd0nuew,Serval,embd,ABCD,650,embd,D,36
trial_6hd0nuew,Serval,embd,ABCD,650,mask,ABC,22.22
trial_6hd0nuew,Serval,embd,ABCD,650,mask,D,32
trial_6hd0nuew,Serval,embd,ABCD,650,raw,ABC,29.63
trial_6hd0nuew,Serval,embd,ABCD,650,raw,D,44
trial_6kqs9p2u,Kaban,raw,ABC,520,embd,ABC,40.74
trial_6kqs9p2u,Kaban,raw,ABC,520,embd,D,40.91
trial_6kqs9p2u,Kaban,raw,ABC,520,mask,ABC,51.85
trial_6kqs9p2u,Kaban,raw,ABC,520,mask,D,36.36
trial_6kqs9p2u,Kaban,raw,ABC,520,raw,ABC,37.04
trial_6kqs9p2u,Kaban,raw,ABC,520,raw,D,40.91
trial_6n5w4sgz,Serval,mask,ABCD,1000,embd,ABC,28.57
trial_6n5w4sgz,Serval,mask,ABCD,1000,embd,D,25
trial_6n5w4sgz,Serval,mask,ABCD,1000,mask,ABC,17.86
trial_6n5w4sgz,Serval,mask,ABCD,1000,mask,D,17.86
trial_6n5w4sgz,Serval,mask,ABCD,1000,raw,ABC,17.86
trial_6n5w4sgz,Serval,mask,ABCD,1000,raw,D,17.86
trial_6o9xb8g2,Kaban,embd,ABCD,520,embd,ABC,41.18
trial_6o9xb8g2,Kaban,embd,ABCD,520,embd,D,35
trial_6o9xb8g2,Kaban,embd,ABCD,520,mask,ABC,41.18
trial_6o9xb8g2,Kaban,embd,ABCD,520,mask,D,35
trial_6o9xb8g2,Kaban,embd,ABCD,520,raw,ABC,41.18
trial_6o9xb8g2,Kaban,embd,ABCD,520,raw,D,40
trial_6p8m36ug,Serval,mask,ABCD,650,embd,ABC,39.39
trial_6p8m36ug,Serval,mask,ABCD,650,embd,D,34.48
trial_6p8m36ug,Serval,mask,ABCD,650,mask,ABC,33.33
trial_6p8m36ug,Serval,mask,ABCD,650,mask,D,31.03
trial_6p8m36ug,Serval,mask,ABCD,650,raw,ABC,27.27
trial_6p8m36ug,Serval,mask,ABCD,650,raw,D,24.14
trial_6riscofy,Kaban,mask,ABCD,650,embd,ABC,35.71
trial_6riscofy,Kaban,mask,ABCD,650,embd,D,42.86
trial_6riscofy,Kaban,mask,ABCD,650,mask,ABC,32.14
trial_6riscofy,Kaban,mask,ABCD,650,mask,D,28.57
trial_6riscofy,Kaban,mask,ABCD,650,raw,ABC,25
trial_6riscofy,Kaban,mask,ABCD,650,raw,D,28.57
trial_6rzzpk10,Kaban,embd,ABCD,1000,embd,ABC,12.5
trial_6rzzpk10,Kaban,embd,ABCD,1000,embd,D,15
trial_6rzzpk10,Kaban,embd,ABCD,1000,mask,ABC,12.5
trial_6rzzpk10,Kaban,embd,ABCD,1000,mask,D,15
trial_6rzzpk10,Kaban,embd,ABCD,1000,raw,ABC,12.5
trial_6rzzpk10,Kaban,embd,ABCD,1000,raw,D,20
trial_6wvhn3n2,Serval,mask,ABCD,1000,embd,ABC,26.83
trial_6wvhn3n2,Serval,mask,ABCD,1000,embd,D,35.71
trial_6wvhn3n2,Serval,mask,ABCD,1000,mask,ABC,7.317
trial_6wvhn3n2,Serval,mask,ABCD,1000,mask,D,17.86
trial_6wvhn3n2,Serval,mask,ABCD,1000,raw,ABC,12.2
trial_6wvhn3n2,Serval,mask,ABCD,1000,raw,D,17.86
trial_6xvwturv,Kaban,mask,ABCD,650,embd,ABC,42.86
trial_6xvwturv,Kaban,mask,ABCD,650,embd,D,33.33
trial_6xvwturv,Kaban,mask,ABCD,650,mask,ABC,33.33
trial_6xvwturv,Kaban,mask,ABCD,650,mask,D,20
trial_6xvwturv,Kaban,mask,ABCD,650,raw,ABC,33.33
trial_6xvwturv,Kaban,mask,ABCD,650,raw,D,33.33
trial_6yworo18,Serval,raw,AB,520,embd,ABC,48.48
trial_6yworo18,Serval,raw,AB,520,embd,D,33.33
trial_6yworo18,Serval,raw,AB,520,mask,ABC,42.42
trial_6yworo18,Serval,raw,AB,520,mask,D,41.67
trial_6yworo18,Serval,raw,AB,520,raw,ABC,39.39
trial_6yworo18,Serval,raw,AB,520,raw,D,33.33
trial_70l9z07g,Kaban,mask,ABCD,650,embd,ABC,42.86
trial_70l9z07g,Kaban,mask,ABCD,650,embd,D,40
trial_70l9z07g,Kaban,mask,ABCD,650,mask,ABC,35.71
trial_70l9z07g,Kaban,mask,ABCD,650,mask,D,32
trial_70l9z07g,Kaban,mask,ABCD,650,raw,ABC,32.14
trial_70l9z07g,Kaban,mask,ABCD,650,raw,D,44
trial_70zadk8q,Serval,mask,ABCD,650,embd,ABC,38.24
trial_70zadk8q,Serval,mask,ABCD,650,embd,D,54.17
trial_70zadk8q,Serval,mask,ABCD,650,mask,ABC,26.47
trial_70zadk8q,Serval,mask,ABCD,650,mask,D,29.17
trial_70zadk8q,Serval,mask,ABCD,650,raw,ABC,26.47
trial_70zadk8q,Serval,mask,ABCD,650,raw,D,33.33
trial_735bvyjo,Kaban,raw,ABC,1000,embd,ABC,31.82
trial_735bvyjo,Kaban,raw,ABC,1000,embd,D,50
trial_735bvyjo,Kaban,raw,ABC,1000,mask,ABC,13.64
trial_735bvyjo,Kaban,raw,ABC,1000,mask,D,27.78
trial_735bvyjo,Kaban,raw,ABC,1000,raw,ABC,18.18
trial_735bvyjo,Kaban,raw,ABC,1000,raw,D,27.78
trial_75vo7kfq,Serval,raw,AB,650,embd,ABC,28.57
trial_75vo7kfq,Serval,raw,AB,650,embd,D,31.58
trial_75vo7kfq,Serval,raw,AB,650,mask,ABC,25
trial_75vo7kfq,Serval,raw,AB,650,mask,D,26.32
trial_75vo7kfq,Serval,raw,AB,650,raw,ABC,17.86
trial_75vo7kfq,Serval,raw,AB,650,raw,D,21.05
trial_77b3hs6h,Serval,mask,ABCD,520,embd,ABC,45.45
trial_77b3hs6h,Serval,mask,ABCD,520,embd,D,47.37
trial_77b3hs6h,Serval,mask,ABCD,520,mask,ABC,31.82
trial_77b3hs6h,Serval,mask,ABCD,520,mask,D,31.58
trial_77b3hs6h,Serval,mask,ABCD,520,raw,ABC,36.36
trial_77b3hs6h,Serval,mask,ABCD,520,raw,D,31.58
trial_77oox6vn,Serval,raw,AB,520,embd,ABC,34.48
trial_77oox6vn,Serval,raw,AB,520,embd,D,53.33
trial_77oox6vn,Serval,raw,AB,520,mask,ABC,31.03
trial_77oox6vn,Serval,raw,AB,520,mask,D,33.33
trial_77oox6vn,Serval,raw,AB,520,raw,ABC,31.03
trial_77oox6vn,Serval,raw,AB,520,raw,D,33.33
trial_7e3is9ny,Serval,raw,AB,650,embd,ABC,33.33
trial_7e3is9ny,Serval,raw,AB,650,embd,D,38.1
trial_7e3is9ny,Serval,raw,AB,650,mask,ABC,24.24
trial_7e3is9ny,Serval,raw,AB,650,mask,D,33.33
trial_7e3is9ny,Serval,raw,AB,650,raw,ABC,18.18
trial_7e3is9ny,Serval,raw,AB,650,raw,D,38.1
trial_7egckcia,Kaban,raw,ABC,650,embd,ABC,40
trial_7egckcia,Kaban,raw,ABC,650,embd,D,46.15
trial_7egckcia,Kaban,raw,ABC,650,mask,ABC,32
trial_7egckcia,Kaban,raw,ABC,650,mask,D,38.46
trial_7egckcia,Kaban,raw,ABC,650,raw,ABC,36
trial_7egckcia,Kaban,raw,ABC,650,raw,D,38.46
trial_7esji10e,Kaban,embd,ABCD,650,embd,ABC,24
trial_7esji10e,Kaban,embd,ABCD,650,embd,D,27.27
trial_7esji10e,Kaban,embd,ABCD,650,mask,ABC,32
trial_7esji10e,Kaban,embd,ABCD,650,mask,D,36.36
trial_7esji10e,Kaban,embd,ABCD,650,raw,ABC,28
trial_7esji10e,Kaban,embd,ABCD,650,raw,D,36.36
trial_7fiy0n6c,Kaban,mask,ABCD,520,embd,ABC,56.25
trial_7fiy0n6c,Kaban,mask,ABCD,520,embd,D,54.55
trial_7fiy0n6c,Kaban,mask,ABCD,520,mask,ABC,37.5
trial_7fiy0n6c,Kaban,mask,ABCD,520,mask,D,45.45
trial_7fiy0n6c,Kaban,mask,ABCD,520,raw,ABC,50
trial_7fiy0n6c,Kaban,mask,ABCD,520,raw,D,54.55
trial_7gsylaxj,Kaban,mask,ABCD,1000,embd,ABC,29.63
trial_7gsylaxj,Kaban,mask,ABCD,1000,embd,D,25
trial_7gsylaxj,Kaban,mask,ABCD,1000,mask,ABC,18.52
trial_7gsylaxj,Kaban,mask,ABCD,1000,mask,D,15
trial_7gsylaxj,Kaban,mask,ABCD,1000,raw,ABC,14.81
trial_7gsylaxj,Kaban,mask,ABCD,1000,raw,D,20
trial_7i467sl1,Serval,mask,ABCD,1000,embd,ABC,15.62
trial_7i467sl1,Serval,mask,ABCD,1000,embd,D,27.27
trial_7i467sl1,Serval,mask,ABCD,1000,mask,ABC,9.375
trial_7i467sl1,Serval,mask,ABCD,1000,mask,D,18.18
trial_7i467sl1,Serval,mask,ABCD,1000,raw,ABC,9.375
trial_7i467sl1,Serval,mask,ABCD,1000,raw,D,27.27
trial_7i6z21po,Serval,mask,ABCD,880,embd,ABC,23.53
trial_7i6z21po,Serval,mask,ABCD,880,embd,D,35.29
trial_7i6z21po,Serval,mask,ABCD,880,mask,ABC,14.71
trial_7i6z21po,Serval,mask,ABCD,880,mask,D,23.53
trial_7i6z21po,Serval,mask,ABCD,880,raw,ABC,17.65
trial_7i6z21po,Serval,mask,ABCD,880,raw,D,23.53
trial_7j743vpy,Serval,raw,ABC,880,embd,ABC,25
trial_7j743vpy,Serval,raw,ABC,880,embd,D,38.46
trial_7j743vpy,Serval,raw,ABC,880,mask,ABC,13.89
trial_7j743vpy,Serval,raw,ABC,880,mask,D,15.38
trial_7j743vpy,Serval,raw,ABC,880,raw,ABC,16.67
trial_7j743vpy,Serval,raw,ABC,880,raw,D,15.38
trial_7n6j1tn4,Kaban,raw,AB,650,embd,ABC,34.62
trial_7n6j1tn4,Kaban,raw,AB,650,embd,D,52.63
trial_7n6j1tn4,Kaban,raw,AB,650,mask,ABC,30.77
trial_7n6j1tn4,Kaban,raw,AB,650,mask,D,36.84
trial_7n6j1tn4,Kaban,raw,AB,650,raw,ABC,30.77
trial_7n6j1tn4,Kaban,raw,AB,650,raw,D,36.84
trial_7nx3vmor,Kaban,raw,ABC,650,embd,ABC,50
trial_7nx3vmor,Kaban,raw,ABC,650,embd,D,50
