trial-name,spk,train-infer,train-quality,n-samples,test-infer,test-quality,eer
trial_7nx3vmor,Kaban,raw,ABC,650,mask,ABC,29.17
trial_7nx3vmor,Kaban,raw,ABC,650,mask,D,37.5
trial_7nx3vmor,Kaban,raw,ABC,650,raw,ABC,33.33
trial_7nx3vmor,Kaban,raw,ABC,650,raw,D,29.17
trial_7p3jgbjs,Kaban,mask,ABCD,650,embd,ABC,40.74
trial_7p3jgbjs,Kaban,mask,ABCD,650,embd,D,35.29
trial_7p3jgbjs,Kaban,mask,ABCD,650,mask,ABC,29.63
trial_7p3jgbjs,Kaban,mask,ABCD,650,mask,D,23.53
trial_7p3jgbjs,Kaban,mask,ABCD,650,raw,ABC,29.63
trial_7p3jgbjs,Kaban,mask,ABCD,650,raw,D,23.53
trial_7q2x62fd,Kaban,raw,ABC,1000,embd,ABC,31.82
trial_7q2x62fd,Kaban,raw,ABC,1000,embd,D,47.83
trial_7q2x62fd,Kaban,raw,ABC,1000,mask,ABC,18.18
trial_7q2x62fd,Kaban,raw,ABC,1000,mask,D,26.09
trial_7q2x62fd,Kaban,raw,ABC,1000,raw,ABC,18.18
trial_7q2x62fd,Kaban,raw,ABC,1000,raw,D,21.74
trial_7qlgax6x,Serval,mask,ABCD,1000,embd,ABC,23.08
trial_7qlgax6x,Serval,mask,ABCD,1000,embd,D,33.33
trial_7qlgax6x,Serval,mask,ABCD,1000,mask,ABC,11.54
trial_7qlgax6x,Serval,mask,ABCD,1000,mask,D,20.83
trial_7qlgax6x,Serval,mask,ABCD,1000,raw,ABC,11.54
trial_7qlgax6x,Serval,mask,ABCD,1000,raw,D,25
trial_7rpxcgza,Serval,mask,ABCD,650,embd,ABC,31.58
trial_7rpxcgza,Serval,mask,ABCD,650,embd,D,29.41
trial_7rpxcgza,Serval,mask,ABCD,650,mask,ABC,26.32
trial_7rpxcgza,Serval,mask,ABCD,650,mask,D,29.41
trial_7rpxcgza,Serval,mask,ABCD,650,raw,ABC,23.68
trial_7rpxcgza,Serval,mask,ABCD,650,raw,D,23.53
trial_7svaro77,Serval,raw,AB,520,embd,ABC,35.14
trial_7svaro77,Serval,raw,AB,520,embd,D,44.44
trial_7svaro77,Serval,raw,AB,520,mask,ABC,37.84
trial_7svaro77,Serval,raw,AB,520,mask,D,33.33
trial_7svaro77,Serval,raw,AB,520,raw,ABC,32.43
trial_7svaro77,Serval,raw,AB,520,raw,D,33.33
trial_7u3rsazy,Kaban,raw,ABC,880,embd,ABC,23.08
trial_7u3rsazy,Kaban,raw,ABC,880,embd,D,42.11
trial_7u3rsazy,Kaban,raw,ABC,880,mask,ABC,15.38
trial_7u3rsazy,Kaban,raw,ABC,880,mask,D,31.58
trial_7u3rsazy,Kaban,raw,ABC,880,raw,ABC,11.54
trial_7u3rsazy,Kaban,raw,ABC,880,raw,D,21.05
trial_7zlnixnv,Kaban,mask,ABCD,1000,embd,ABC,22.22
trial_7zlnixnv,Kaban,mask,ABCD,1000,embd,D,25
trial_7zlnixnv,Kaban,mask,ABCD,1000,mask,ABC,18.52
trial_7zlnixnv,Kaban,mask,ABCD,1000,mask,D,25
trial_7zlnixnv,Kaban,mask,ABCD,1000,raw,ABC,11.11
trial_7zlnixnv,Kaban,mask,ABCD,1000,raw,D,30
trial_807onm8c,Serval,raw,ABC,650,embd,ABC,34.62
trial_807onm8c,Serval,raw,ABC,650,embd,D,40
trial_807onm8c,Serval,raw,ABC,650,mask,ABC,19.23
trial_807onm8c,Serval,raw,ABC,650,mask,D,32
trial_807onm8c,Serval,raw,ABC,650,raw,ABC,23.08
trial_807onm8c,Serval,raw,ABC,650,raw,D,28
trial_80tf5wxi,Serval,raw,ABC,1000,embd,ABC,20.83
trial_80tf5wxi,Serval,raw,ABC,1000,embd,D,30.77
trial_80tf5wxi,Serval,raw,ABC,1000,mask,ABC,8.333
trial_80tf5wxi,Serval,raw,ABC,1000,mask,D,15.38
trial_80tf5wxi,Serval,raw,ABC,1000,raw,ABC,8.333
trial_80tf5wxi,Serval,raw,ABC,1000,raw,D,26.92
trial_87gkdgoq,Kaban,mask,ABCD,880,embd,ABC,21.74
trial_87gkdgoq,Kaban,mask,ABCD,880,embd,D,34.29
trial_87gkdgoq,Kaban,mask,ABCD,880,mask,ABC,21.74
trial_87gkdgoq,Kaban,mask,ABCD,880,mask,D,25.71
trial_87gkdgoq,Kaban,mask,ABCD,880,raw,ABC,17.39
trial_87gkdgoq,Kaban,mask,ABCD,880,raw,D,34.29
trial_87l6ozj8,Serval,embd,ABCD,520,embd,ABC,32
trial_87l6ozj8,Serval,embd,ABCD,520,embd,D,43.75
trial_87l6ozj8,Serval,embd,ABCD,520,mask,ABC,28
trial_87l6ozj8,Serval,embd,ABCD,520,mask,D,43.75
trial_87l6ozj8,Serval,embd,ABCD,520,raw,ABC,40
trial_87l6ozj8,Serval,embd,ABCD,520,raw,D,37.5
trial_88qaueuu,Kaban,embd,ABCD,520,embd,ABC,39.13
trial_88qaueuu,Kaban,embd,ABCD,520,embd,D,58.82
trial_88qaueuu,Kaban,embd,ABCD,520,mask,ABC,34.78
trial_88qaueuu,Kaban,embd,ABCD,520,mask,D,35.29
trial_88qaueuu,Kaban,embd,ABCD,520,raw,ABC,30.43
trial_88qaueuu,Kaban,embd,ABCD,520,raw,D,41.18
trial_8dcscedy,Kaban,mask,ABCD,1000,embd,ABC,33.33
trial_8dcscedy,Kaban,mask,ABCD,1000,embd,D,28.57
trial_8dcscedy,Kaban,mask,ABCD,1000,mask,ABC,18.52
trial_8dcscedy,Kaban,mask,ABCD,1000,mask,D,17.86
trial_8dcscedy,Kaban,mask,ABCD,1000,raw,ABC,18.52
trial_8dcscedy,Kaban,mask,ABCD,1000,raw,D,21.43
trial_8fyf5omn,Kaban,raw,ABC,880,embd,ABC,35.29
trial_8fyf5omn,Kaban,raw,ABC,880,embd,D,33.33
trial_8fyf5omn,Kaban,raw,ABC,880,mask,ABC,17.65
trial_8fyf5omn,Kaban,raw,ABC,880,mask,D,33.33
trial_8fyf5omn,Kaban,raw,ABC,880,raw,ABC,17.65
trial_8fyf5omn,Kaban,raw,ABC,880,raw,D,26.67
trial_8hn8i4dn,Serval,embd,ABCD,880,embd,ABC,22.22
trial_8hn8i4dn,Serval,embd,ABCD,880,embd,D,14.81
trial_8hn8i4dn,Serval,embd,ABCD,880,mask,ABC,18.52
trial_8hn8i4dn,Serval,embd,ABCD,880,mask,D,25.93
trial_8hn8i4dn,Serval,embd,ABCD,880,raw,ABC,14.81
trial_8hn8i4dn,Serval,embd,ABCD,880,raw,D,29.63
trial_8klxucfh,Serval,raw,AB,650,embd,ABC,27.59
trial_8klxucfh,Serval,raw,AB,650,embd,D,48.39
trial_8klxucfh,Serval,raw,AB,650,mask,ABC,24.14
trial_8klxucfh,Serval,raw,AB,650,mask,D,32.26
trial_8klxucfh,Serval,raw,AB,650,raw,ABC,17.24
trial_8klxucfh,Serval,raw,AB,650,raw,D,29.03
trial_8l0lqcr2,Kaban,mask,ABCD,880,embd,ABC,40
trial_8l0lqcr2,Kaban,mask,ABCD,880,embd,D,36.84
trial_8l0lqcr2,Kaban,mask,ABCD,880,mask,ABC,20
trial_8l0lqcr2,Kaban,mask,ABCD,880,mask,D,21.05
trial_8l0lqcr2,Kaban,mask,ABCD,880,raw,ABC,20
trial_8l0lqcr2,Kaban,mask,ABCD,880,raw,D,26.32
trial_8mwhjuwg,Serval,raw,ABC,650,embd,ABC,25.81
trial_8mwhjuwg,Serval,raw,ABC,650,embd,D,36
trial_8mwhjuwg,Serval,raw,ABC,650,mask,ABC,25.81
trial_8mwhjuwg,Serval,raw,ABC,650,mask,D,28
trial_8mwhjuwg,Serval,raw,ABC,650,raw,ABC,19.35
trial_8mwhjuwg,Serval,raw,ABC,650,raw,D,28
trial_8oiays2b,Kaban,embd,ABCD,520,embd,ABC,38.71
trial_8oiays2b,Kaban,embd,ABCD,520,embd,D,52
trial_8oiays2b,Kaban,embd,ABCD,520,mask,ABC,32.26
trial_8oiays2b,Kaban,embd,ABCD,520,mask,D,48
trial_8oiays2b,Kaban,embd,ABCD,520,raw,ABC,35.48
trial_8oiays2b,Kaban,embd,ABCD,520,raw,D,56
trial_8s2sgskq,Kaban,raw,AB,520,embd,ABC,54.17
trial_8s2sgskq,Kaban,raw,AB,520,embd,D,39.13
trial_8s2sgskq,Kaban,raw,AB,520,mask,ABC,41.67
trial_8s2sgskq,Kaban,raw,AB,520,mask,D,39.13
trial_8s2sgskq,Kaban,raw,AB,520,raw,ABC,37.5
trial_8s2sgskq,Kaban,raw,AB,520,raw,D,34.78
trial_8srfsdrs,Kaban,embd,ABCD,520,embd,ABC,42.31
trial_8srfsdrs,Kaban,embd,ABCD,520,embd,D,55
trial_8srfsdrs,Kaban,embd,ABCD,520,mask,ABC,42.31
trial_8srfsdrs,Kaban,embd,ABCD,520,mask,D,40
trial_8srfsdrs,Kaban,embd,ABCD,520,raw,ABC,53.85
trial_8srfsdrs,Kaban,embd,ABCD,520,raw,D,35
trial_8zxcijft,Serval,embd,ABCD,1000,embd,ABC,14.29
trial_8zxcijft,Serval,embd,ABCD,1000,embd,D,25
trial_8zxcijft,Serval,embd,ABCD,1000,mask,ABC,14.29
trial_8zxcijft,Serval,embd,ABCD,1000,mask,D,20.83
trial_8zxcijft,Serval,embd,ABCD,1000,raw,ABC,14.29
trial_8zxcijft,Serval,embd,ABCD,1000,raw,D,20.83
trial_917oumyd,Serval,embd,ABCD,1000,embd,ABC,11.76
trial_917oumyd,Serval,embd,ABCD,1000,embd,D,23.08
trial_917oumyd,Serval,embd,ABCD,1000,mask,ABC,8.824
trial_917oumyd,Serval,embd,ABCD,1000,mask,D,19.23
trial_917oumyd,Serval,embd,ABCD,1000,raw,ABC,8.824
trial_917oumyd,Serval,embd,ABCD,1000,raw,D,26.92
trial_93tefui2,Kaban,embd,ABCD,520,embd,ABC,30.3
trial_93tefui2,Kaban,embd,ABCD,520,embd,D,39.13
trial_93tefui2,Kaban,embd,ABCD,520,mask,ABC,36.36
trial_93tefui2,Kaban,embd,ABCD,520,mask,D,43.48
trial_93tefui2,Kaban,embd,ABCD,520,raw,ABC,48.48
trial_93tefui2,Kaban,embd,ABCD,520,raw,D,39.13
trial_96eefhif,Kaban,mask,ABCD,520,embd,ABC,56.52
trial_96eefhif,Kaban,mask,ABCD,520,embd,D,46.67
trial_96eefhif,Kaban,mask,ABCD,520,mask,ABC,39.13
trial_96eefhif,Kaban,mask,ABCD,520,mask,D,40
trial_96eefhif,Kaban,mask,ABCD,520,raw,ABC,39.13
trial_96eefhif,Kaban,mask,ABCD,520,raw,D,46.67
trial_97lz786h,Kaban,mask,ABCD,520,embd,ABC,47.37
trial_97lz786h,Kaban,mask,ABCD,520,embd,D,52.94
trial_97lz786h,Kaban,mask,ABCD,520,mask,ABC,31.58
trial_97lz786h,Kaban,mask,ABCD,520,mask,D,29.41
trial_97lz786h,Kaban,mask,ABCD,520,raw,ABC,26.32
trial_97lz786h,Kaban,mask,ABCD,520,raw,D,35.29
trial_98yae1wo,Kaban,mask,ABCD,1000,embd,ABC,33.33
trial_98yae1wo,Kaban,mask,ABCD,1000,embd,D,23.81
trial_98yae1wo,Kaban,mask,ABCD,1000,mask,ABC,18.52
trial_98yae1wo,Kaban,mask,ABCD,1000,mask,D,14.29
trial_98yae1wo,Kaban,mask,ABCD,1000,raw,ABC,18.52
trial_98yae1wo,Kaban,mask,ABCD,1000,raw,D,23.81
trial_9aas820r,Serval,raw,ABC,880,embd,ABC,22.22
trial_9aas820r,Serval,raw,ABC,880,embd,D,25
trial_9aas820r,Serval,raw,ABC,880,mask,ABC,11.11
trial_9aas820r,Serval,raw,ABC,880,mask,D,17.86
trial_9aas820r,Serval,raw,ABC,880,raw,ABC,11.11
trial_9aas820r,Serval,raw,ABC,880,raw,D,17.86
trial_9fpbozfp,Kaban,raw,ABC,520,embd,ABC,43.48
trial_9fpbozfp,Kaban,raw,ABC,520,embd,D,43.75
trial_9fpbozfp,Kaban,raw,ABC,520,mask,ABC,39.13
trial_9fpbozfp,Kaban,raw,ABC,520,mask,D,43.75
trial_9fpbozfp,Kaban,raw,ABC,520,raw,ABC,34.78
trial_9fpbozfp,Kaban,raw,ABC,520,raw,D,37.5
trial_9hvcbgul,Kaban,raw,AB,650,embd,ABC,46.15
trial_9hvcbgul,Kaban,raw,AB,650,embd,D,45.45
trial_9hvcbgul,Kaban,raw,AB,650,mask,ABC,23.08
trial_9hvcbgul,Kaban,raw,AB,650,mask,D,31.82
trial_9hvcbgul,Kaban,raw,AB,650,raw,ABC,15.38
trial_9hvcbgul,Kaban,raw,AB,650,raw,D,36.36
trial_9kzs5vwc,Serval,raw,AB,520,embd,ABC,29.41
trial_9kzs5vwc,Serval,raw,AB,520,embd,D,42.86
trial_9kzs5vwc,Serval,raw,AB,520,mask,ABC,32.35
trial_9kzs5vwc,Serval,raw,AB,520,mask,D,42.86
trial_9kzs5vwc,Serval,raw,AB,520,raw,ABC,26.47
trial_9kzs5vwc,Serval,raw,AB,520,raw,D,39.29
trial_9l9k2e9o,Serval,raw,ABC,880,embd,ABC,23.08
trial_9l9k2e9o,Serval,raw,ABC,880,embd,D,31.03
trial_9l9k2e9o,Serval,raw,ABC,880,mask,ABC,11.54
trial_9l9k2e9o,Serval,raw,ABC,880,mask,D,13.79
trial_9l9k2e9o,Serval,raw,ABC,880,raw,ABC,7.692
trial_9l9k2e9o,Serval,raw,ABC,880,raw,D,13.79
trial_9o777tfh,Serval,mask,ABCD,650,embd,ABC,33.33
trial_9o777tfh,Serval,mask,ABCD,650,embd,D,42.31
trial_9o777tfh,Serval,mask,ABCD,650,mask,ABC,20
trial_9o777tfh,Serval,mask,ABCD,650,mask,D,15.38
trial_9o777tfh,Serval,mask,ABCD,650,raw,ABC,20
trial_9o777tfh,Serval,mask,ABCD,650,raw,D,19.23
trial_9ubo67ie,Serval,embd,ABCD,1000,embd,ABC,24.14
trial_9ubo67ie,Serval,embd,ABCD,1000,embd,D,26.32
trial_9ubo67ie,Serval,embd,ABCD,1000,mask,ABC,17.24
trial_9ubo67ie,Serval,embd,ABCD,1000,mask,D,31.58
trial_9ubo67ie,Serval,embd,ABCD,1000,raw,ABC,17.24
trial_9ubo67ie,Serval,embd,ABCD,1000,raw,D,26.32
trial_9wg3rokm,Serval,mask,ABCD,520,embd,ABC,33.33
trial_9wg3rokm,Serval,mask,ABCD,520,embd,D,38.24
trial_9wg3rokm,Serval,mask,ABCD,520,mask,ABC,25
trial_9wg3rokm,Serval,mask,ABCD,520,mask,D,38.24
trial_9wg3rokm,Serval,mask,ABCD,520,raw,ABC,25
trial_9wg3rokm,Serval,mask,ABCD,520,raw,D,41.18
trial_a496jh7v,Kaban,raw,ABC,1000,embd,ABC,30.43
trial_a496jh7v,Kaban,raw,ABC,1000,embd,D,35
trial_a496jh7v,Kaban,raw,ABC,1000,mask,ABC,13.04
trial_a496jh7v,Kaban,raw,ABC,1000,mask,D,25
trial_a496jh7v,Kaban,raw,ABC,1000,raw,ABC,8.696
trial_a496jh7v,Kaban,raw,ABC,1000,raw,D,25
trial_a4nyjhxp,Kaban,raw,ABC,520,embd,ABC,48.28
trial_a4nyjhxp,Kaban,raw,ABC,520,embd,D,52.38
trial_a4nyjhxp,Kaban,raw,ABC,520,mask,ABC,31.03
trial_a4nyjhxp,Kaban,raw,ABC,520,mask,D,52.38
trial_a4nyjhxp,Kaban,raw,ABC,520,raw,ABC,34.48
trial_a4nyjhxp,Kaban,raw,ABC,520,raw,D,47.62
trial_a6qmljlq,Serval,raw,ABC,650,embd,ABC,37.5
trial_a6qmljlq,Serval,raw,ABC,650,embd,D,36.36
trial_a6qmljlq,Serval,raw,ABC,650,mask,ABC,41.67
trial_a6qmljlq,Serval,raw,ABC,650,mask,D,27.27
trial_a6qmljlq,Serval,raw,ABC,650,raw,ABC,29.17
trial_a6qmljlq,Serval,raw,ABC,650,raw,D,31.82
trial_a98tw4xo,Kaban,raw,ABC,880,embd,ABC,35.48
trial_a98tw4xo,Kaban,raw,ABC,880,embd,D,31.58
trial_a98tw4xo,Kaban,raw,ABC,880,mask,ABC,22.58
trial_a98tw4xo,Kaban,raw,ABC,880,mask,D,26.32
trial_a98tw4xo,Kaban,raw,ABC,880,raw,ABC,22.58
trial_a98tw4xo,Kaban,raw,ABC,880,raw,D,21.05
trial_a9zrl7ae,Kaban,mask,ABCD,880,embd,ABC,25
trial_a9zrl7ae,Kaban,mask,ABCD,880,embd,D,37.5
trial_a9zrl7ae,Kaban,mask,ABCD,880,mask,ABC,25
trial_a9zrl7ae,Kaban,mask,ABCD,880,mask,D,33.33
trial_a9zrl7ae,Kaban,mask,ABCD,880,raw,ABC,25
trial_a9zrl7ae,Kaban,mask,ABCD,880,raw,D,20.83
trial_aa2iel96,Serval,raw,ABC,1000,embd,ABC,19.35
trial_aa2iel96,Serval,raw,ABC,1000,embd,D,34.62
trial_aa2iel96,Serval,raw,ABC,1000,mask,ABC,9.677
trial_aa2iel96,Serval,raw,ABC,1000,mask,D,15.38
trial_aa2iel96,Serval,raw,ABC,1000,raw,ABC,9.677
trial_aa2iel96,Serval,raw,ABC,1000,raw,D,23.08
trial_ab31j00z,Kaban,raw,AB,650,embd,ABC,39.39
trial_ab31j00z,Kaban,raw,AB,650,embd,D,46.15
trial_ab31j00z,Kaban,raw,AB,650,mask,ABC,21.21
trial_ab31j00z,Kaban,raw,AB,650,mask,D,23.08
trial_ab31j00z,Kaban,raw,AB,650,raw,ABC,21.21
trial_ab31j00z,Kaban,raw,AB,650,raw,D,38.46
trial_acb20fz1,Serval,mask,ABCD,650,embd,ABC,34.48
trial_acb20fz1,Serval,mask,ABCD,650,embd,D,43.75
trial_acb20fz1,Serval,mask,ABCD,650,mask,ABC,20.69
trial_acb20fz1,Serval,mask,ABCD,650,mask,D,31.25
trial_acb20fz1,Serval,mask,ABCD,650,raw,ABC,27.59
trial_acb20fz1,Serval,mask,ABCD,650,raw,D,25
trial_advfl2dt,Serval,embd,ABCD,520,embd,ABC,32
trial_advfl2dt,Serval,embd,ABCD,520,embd,D,36.36
trial_advfl2dt,Serval,embd,ABCD,520,mask,ABC,24
trial_advfl2dt,Serval,embd,ABCD,520,mask,D,36.36
trial_advfl2dt,Serval,embd,ABCD,520,raw,ABC,28
trial_advfl2dt,Serval,embd,ABCD,520,raw,D,31.82
trial_aeft9hlw,Kaban,embd,ABCD,1000,embd,ABC,18.52
trial_aeft9hlw,Kaban,embd,ABCD,1000,embd,D,38.1
trial_aeft9hlw,Kaban,embd,ABCD,1000,mask,ABC,18.52
trial_aeft9hlw,Kaban,embd,ABCD,1000,mask,D,23.81
trial_aeft9hlw,Kaban,embd,ABCD,1000,raw,ABC,25.93
trial_aeft9hlw,Kaban,embd,ABCD,1000,raw,D,28.57
trial_agt4jim3,Kaban,mask,ABCD,1000,embd,ABC,22.58
trial_agt4jim3,Kaban,mask,ABCD,1000,embd,D,33.33
trial_agt4jim3,Kaban,mask,ABCD,1000,mask,ABC,12.9
trial_agt4jim3,Kaban,mask,ABCD,1000,mask,D,23.81
trial_agt4jim3,Kaban,mask,ABCD,1000,raw,ABC,12.9
trial_agt4jim3,Kaban,mask,ABCD,1000,raw,D,28.57
trial_agysrdu2,Serval,embd,ABCD,1000,embd,ABC,7.407
trial_agysrdu2,Serval,embd,ABCD,1000,embd,D,25
trial_agysrdu2,Serval,embd,ABCD,1000,mask,ABC,14.81
trial_agysrdu2,Serval,embd,ABCD,1000,mask,D,25
trial_agysrdu2,Serval,embd,ABCD,1000,raw,ABC,11.11
trial_agysrdu2,Serval,embd,ABCD,1000,raw,D,25
trial_ah0xd03z,Kaban,raw,AB,650,embd,ABC,43.48
trial_ah0xd03z,Kaban,raw,AB,650,embd,D,44.83
trial_ah0xd03z,Kaban,raw,AB,650,mask,ABC,39.13
trial_ah0xd03z,Kaban,raw,AB,650,mask,D,24.14
trial_ah0xd03z,Kaban,raw,AB,650,raw,ABC,30.43
trial_ah0xd03z,Kaban,raw,AB,650,raw,D,37.93
trial_aj6dndcv,Serval,raw,ABC,520,embd,ABC,35.71
trial_aj6dndcv,Serval,raw,ABC,520,embd,D,36
trial_aj6dndcv,Serval,raw,ABC,520,mask,ABC,25
trial_aj6dndcv,Serval,raw,ABC,520,mask,D,28
trial_aj6dndcv,Serval,raw,ABC,520,raw,ABC,25
trial_aj6dndcv,Serval,raw,ABC,520,raw,D,32
trial_ajxt2a0y,Serval,raw,ABC,880,embd,ABC,20.59
trial_ajxt2a0y,Serval,raw,ABC,880,embd,D,31.25
trial_ajxt2a0y,Serval,raw,ABC,880,mask,ABC,14.71
trial_ajxt2a0y,Serval,raw,ABC,880,mask,D,15.62
trial_ajxt2a0y,Serval,raw,ABC,880,raw,ABC,8.824
trial_ajxt2a0y,Serval,raw,ABC,880,raw,D,15.62
trial_al27u0n4,Kaban,mask,ABCD,1000,embd,ABC,24.24
trial_al27u0n4,Kaban,mask,ABCD,1000,embd,D,26.32
trial_al27u0n4,Kaban,mask,ABCD,1000,mask,ABC,12.12
trial_al27u0n4,Kaban,mask,ABCD,1000,mask,D,26.32
trial_al27u0n4,Kaban,mask,ABCD,1000,raw,ABC,18.18
trial_al27u0n4,Kaban,mask,ABCD,1000,raw,D,26.32
trial_alv641vg,Serval,raw,ABC,1000,embd,ABC,23.33
trial_alv641vg,Serval,raw,ABC,1000,embd,D,28.57
trial_alv641vg,Serval,raw,ABC,1000,mask,ABC,10
trial_alv641vg,Serval,raw,ABC,1000,mask,D,21.43
trial_alv641vg,Serval,raw,ABC,1000,raw,ABC,6.667
trial_alv641vg,Serval,raw,ABC,1000,raw,D,14.29
trial_ashpsooq,Kaban,raw,ABC,880,embd,ABC,31.82
trial_ashpsooq,Kaban,raw,ABC,880,embd,D,37.5
trial_ashpsooq,Kaban,raw,ABC,880,mask,ABC,13.64
trial_ashpsooq,Kaban,raw,ABC,880,mask,D,29.17
trial_ashpsooq,Kaban,raw,ABC,880,raw,ABC,22.73
trial_ashpsooq,Kaban,raw,ABC,880,raw,D,20.83
trial_aspbtpws,Serval,raw,ABC,880,embd,ABC,39.29
trial_aspbtpws,Serval,raw,ABC,880,embd,D,37.04
trial_aspbtpws,Serval,raw,ABC,880,mask,ABC,14.29
trial_aspbtpws,Serval,raw,ABC,880,mask,D,18.52
trial_aspbtpws,Serval,raw,ABC,880,raw,ABC,14.29
trial_aspbtpws,Serval,raw,ABC,880,raw,D,25.93
trial_au70gkuo,Serval,raw,ABC,650,embd,ABC,42.31
trial_au70gkuo,Serval,raw,ABC,650,embd,D,29.73
trial_au70gkuo,Serval,raw,ABC,650,mask,ABC,23.08
trial_au70gkuo,Serval,raw,ABC,650,mask,D,27.03
trial_au70gkuo,Serval,raw,ABC,650,raw,ABC,23.08
trial_au70gkuo,Serval,raw,ABC,650,raw,D,32.43
trial_av8eqav2,Kaban,mask,ABCD,520,embd,ABC,43.75
trial_av8eqav2,Kaban,mask,ABCD,520,embd,D,44
trial_av8eqav2,Kaban,mask,ABCD,520,mask,ABC,31.25
trial_av8eqav2,Kaban,mask,ABCD,520,mask,D,32
trial_av8eqav2,Kaban,mask,ABCD,520,raw,ABC,31.25
trial_av8eqav2,Kaban,mask,ABCD,520,raw,D,28
trial_b0x7b06a,Kaban,raw,ABC,520,embd,ABC,40.74
trial_b0x7b06a,Kaban,raw,ABC,520,embd,D,42.86
trial_b0x7b06a,Kaban,raw,ABC,520,mask,ABC,29.63
trial_b0x7b06a,Kaban,raw,ABC,520,mask,D,42.86
trial_b0x7b06a,Kaban,raw,ABC,520,raw,ABC,33.33
trial_b0x7b06a,Kaban,raw,ABC,520,raw,D,28.57
trial_b24ex0g8,Kaban,raw,ABC,520,embd,ABC,47.83
trial_b24ex0g8,Kaban,raw,ABC,520,embd,D,45.45
trial_b24ex0g8,Kaban,raw,ABC,520,mask,ABC,30.43
trial_b24ex0g8,Kaban,raw,ABC,520,mask,D,45.45
trial_b24ex0g8,Kaban,raw,ABC,520,raw,ABC,39.13
trial_b24ex0g8,Kaban,raw,ABC,520,raw,D,36.36
trial_b2jhlm2k,Kaban,raw,AB,520,embd,ABC,37.5
trial_b2jhlm2k,Kaban,raw,AB,520,embd,D,45
trial_b2jhlm2k,Kaban,raw,AB,520,mask,ABC,33.33
trial_b2jhlm2k,Kaban,raw,AB,520,mask,D,45
trial_b2jhlm2k,Kaban,raw,AB,520,raw,ABC,25
trial_b2jhlm2k,Kaban,raw,AB,520,raw,D,55
trial_b2l2o38d,Serval,embd,ABCD,1000,embd,ABC,26.09
trial_b2l2o38d,Serval,embd,ABCD,1000,embd,D,20
trial_b2l2o38d,Serval,embd,ABCD,1000,mask,ABC,21.74
trial_b2l2o38d,Serval,embd,ABCD,1000,mask,D,20
trial_b2l2o38d,Serval,embd,ABCD,1000,raw,ABC,17.39
trial_b2l2o38d,Serval,embd,ABCD,1000,raw,D,24
trial_b4adsbxk,Kaban,raw,ABC,520,embd,ABC,41.67
trial_b4adsbxk,Kaban,raw,ABC,520,embd,D,45.45
trial_b4adsbxk,Kaban,raw,ABC,520,mask,ABC,37.5
trial_b4adsbxk,Kaban,raw,ABC,520,mask,D,40.91
trial_b4adsbxk,Kaban,raw,ABC,520,raw,ABC,33.33
trial_b4adsbxk,Kaban,raw,ABC,520,raw,D,50
trial_ba6t9pkc,Kaban,mask,ABCD,880,embd,ABC,41.38
trial_ba6t9pkc,Kaban,mask,ABCD,880,embd,D,39.13
trial_ba6t9pkc,Kaban,mask,ABCD,880,mask,ABC,17.24
trial_ba6t9pkc,Kaban,mask,ABCD,880,mask,D,26.09
trial_ba6t9pkc,Kaban,mask,ABCD,880,raw,ABC,17.24
trial_ba6t9pkc,Kaban,mask,ABCD,880,raw,D,26.09
trial_baq5ttme,Kaban,embd,ABCD,520,embd,ABC,34.62
trial_baq5ttme,Kaban,embd,ABCD,520,embd,D,47.37
trial_baq5ttme,Kaban,embd,ABCD,520,mask,ABC,46.15
trial_baq5ttme,Kaban,embd,ABCD,520,mask,D,47.37
trial_baq5ttme,Kaban,embd,ABCD,520,raw,ABC,46.15
trial_baq5ttme,Kaban,embd,ABCD,520,raw,D,36.84
trial_bbmj6yov,Kaban,raw,ABC,520,embd,ABC,40.91
trial_bbmj6yov,Kaban,raw,ABC,520,embd,D,42.86
trial_bbmj6yov,Kaban,raw,ABC,520,mask,ABC,27.27
trial_bbmj6yov,Kaban,raw,ABC,520,mask,D,38.1
trial_bbmj6yov,Kaban,raw,ABC,520,raw,ABC,27.27
trial_bbmj6yov,Kaban,raw,ABC,520,raw,D,33.33
trial_bgb0pca9,Kaban,mask,ABCD,880,embd,ABC,30.43
trial_bgb0pca9,Kaban,mask,ABCD,880,embd,D,36.84
trial_bgb0pca9,Kaban,mask,ABCD,880,mask,ABC,21.74
trial_bgb0pca9,Kaban,mask,ABCD,880,mask,D,21.05
trial_bgb0pca9,Kaban,mask,ABCD,880,raw,ABC,21.74
trial_bgb0pca9,Kaban,mask,ABCD,880,raw,D,26.32
trial_bhstx0v3,Serval,embd,ABCD,880,embd,ABC,28.57
trial_bhstx0v3,Serval,embd,ABCD,880,embd,D,33.33
trial_bhstx0v3,Serval,embd,ABCD,880,mask,ABC,25
trial_bhstx0v3,Serval,embd,ABCD,880,mask,D,33.33
trial_bhstx0v3,Serval,embd,ABCD,880,raw,ABC,25
trial_bhstx0v3,Serval,embd,ABCD,880,raw,D,33.33
trial_bjr1yjx2,Serval,embd,ABCD,880,embd,ABC,15.38
trial_bjr1yjx2,Serval,embd,ABCD,880,embd,D,24
trial_bjr1yjx2,Serval,embd,ABCD,880,mask,ABC,15.38
trial_bjr1yjx2,Serval,embd,ABCD,880,mask,D,20
